id,keywords,jobId,jobTitle,jobType,description,industry,jobFunction,companyName,employmentType,companyUrl,companyAddress,seniorityLevel,pubTime,createdTime,updatedTime
42,social network analysis,1870406247,Mid-Level Digital Network Intelligence Analyst,linkedin,"Maximize your potential with IntelliGenesis!IntelliGenesis LLC is a veteran-owned, woman-owned company established in 2007. We provide Software Development, Intelligence Analysis, Artificial Intelligence, Computer Network Operations, and Cyber related Internal Research and Development (IR&amp;D) services that result in higher efficiency, automation, and improved analysis, protection, and defense of National Security missions.IntelliGenesis offers an extremely competitive and generous benefits package that provides employees with both professional and personal satisfaction and growth while keeping focus on supporting the mission. Additionally, our employees enjoy a company culture that emphasizes the importance of family and work/life balance. Our benefits include: Medical, Dental and Vision Insurance, 25 days of PTO with the option to purchase up to an additional 5 days, 12 paid holidays, up to 10% 401k match, Annual Individual Technology Budget, Unlimited Education/Training Reimbursements, and much more!DescriptionCurrently seeking Mid-Level Digital Network Intelligence Analysts who conduct advanced analysis of collection and open-source data to ensure target continuity, to profile targets, their activities, and develop techniques to gain more target information. Must have an understanding of the principles and methods of exploiting foreign communications and communication systems to identify, collect, analyze, process, and disseminate information. Will be responsible for maintaining appropriate databases for targeting, tasking, and analysis. Experience performing sustained target analysis and enhancement through the use of DNI and DNR analytic techniques.Job Duties Perform Digital Network Intelligence (DNI) analysis and format information for dissemination Perform technical metadata and content analysis of threat adversary automated information systems Ability to leverage skills to characterize, analyze and reconstruct threat digital networksRequired Skills Must be a US Citizen Active TS/SCI clearance with polygraph required Shall have a minimum of five (5) years of language, SIGINT or FININT experience specializing in DNI or three (3) years experience with a Bachelor's degree in a relevant field Shall have demonstrated expertise in intelligence collection, SIGINT development (SIGDEV) or computer network provider capabilities Working knowledge of analysis and exploitation techniques and capabilities Demonstrated experience in SIGDEV; DNI analysis, mapping and reconstruction; CNE; Social Network Analysis (SNA); Network vulnerability assessments; SIGINT product reporting; and/or technical language analysis, development or exploitationIntelliGenesis, LLC is an EOE M/F/D/V",Defense & Space,"Other,Information Technology,Management","Annapolis Junction, MD",Full-time,https://www.linkedin.com/company/intelligenesis-llc?trk=public_jobs_topcard_org_name,"Annapolis Junction, MD",Associate,2020/5/16,19/5/2020 20:40:33,19/5/2020 20:40:33
43,social network analysis,1870403628,Senior Digital Network Intelligence Analyst,linkedin,"Maximize your potential with IntelliGenesis!IntelliGenesis LLC is a veteran-owned, woman-owned company established in 2007. We provide Software Development, Intelligence Analysis, Artificial Intelligence, Computer Network Operations, and Cyber related Internal Research and Development (IR&amp;D) services that result in higher efficiency, automation, and improved analysis, protection, and defense of National Security missions.IntelliGenesis offers an extremely competitive and generous benefits package that provides employees with both professional and personal satisfaction and growth while keeping focus on supporting the mission. Additionally, our employees enjoy a company culture that emphasizes the importance of family and work/life balance. Our benefits include: Medical, Dental and Vision Insurance, 25 days of PTO with the option to purchase up to an additional 5 days, 12 paid holidays, up to 10% 401k match, Annual Individual Technology Budget, Unlimited Education/Training Reimbursements, and much more!DescriptionCurrently seeking Senior Digital Network Intelligence Analysts who conduct advanced analysis of collection and open-source data to ensure target continuity, to profile targets, their activities, and develop techniques to gain more target information. Must have an understanding of the principles and methods of exploiting foreign communications and communication systems to identify, collect, analyze, process, and disseminate information. Will be responsible for maintaining appropriate databases for targeting, tasking, and analysis. Experience performing sustained target analysis and enhancement through the use of DNI and DNR analytic techniques.Job Duties Perform Digital Network Intelligence (DNI) analysis and format information for dissemination Perform technical metadata and content analysis of threat adversary automated information systems Ability to leverage skills to characterize, analyze and reconstruct threat digital networksRequired Skills Must be a US Citizen TS/SCI clearance and polygraph required Shall have a minimum of eight (8) years of language, SIGINT or FININT experience specializing in (DNI) or four (4) years experience with a Bachelor's degree in a relevant field Shall have demonstrated expertise in intelligence collection in support of gathering data from adversary automated information systems or networks Shall have knowledge of SIGINT development (SIGDEV) or computer network provider capabilities and workflows Shall have demonstrated expertise in digital network characterization, reconstruction, mapping, or vulnerability assessments Working knowledge of analysis and exploitation techniques and capabilities Demonstrated experience in SIGDEV; DNI analysis, mapping and reconstruction; CNE; DNI/DNR convergence; Social Network Analysis (SNA); Network vulnerability assessments; remote forensics analysis; technical, tactical or traditional reporting; and/or technical language analysis, development or exploitationIntelliGenesis, LLC is an EOE M/F/D/V",Defense & Space,"Other,Information Technology,Management","Annapolis Junction, MD",Full-time,https://www.linkedin.com/company/intelligenesis-llc?trk=public_jobs_topcard_org_name,"Annapolis Junction, MD",Associate,2020/5/16,19/5/2020 20:40:34,19/5/2020 20:40:34
44,social network analysis,1689053749,Sr. Data Scientist,linkedin,"Analog Devices (NASDAQ: ADI) designs and manufactures semiconductor products and solutions. We enable our customers to interpret the world around us by intelligently bridging the physical and digital worlds with unmatched technologies that sense, measure and connect.What You Will Be Doing Lead data science projects and tasks that may include predictive analytics, machine learning, and natural language processing  Apply a wide array of advanced data mining techniques (including supervised and unsupervised methods, dimension reduction methods, and social network analysis methods) in support of research and operational analytic projects Work extensively in Python  Mentor entry-level data scientists  You__l be encouraged and supported to take ownership of your projects and collaborate with a dynamic team to think entrepreneurially and leverage new opportunities and problems where machine learning and computational techniques can be applied to improve our sales, marketing, and business results Build and deploy your models to generate immediate business value and revenue in virtually unlimited areas__ncluding digital platforms, online product recommender systems, AI-enabled sales, demand signaling, product development, market research, customer identification, search engine marketing, digital advertising, customer experience__nd continuously improve and optimize What You Need For This Position Bachelors or Master's degree in economics, data science, data analytics, computer science, statistics, mathematics, natural sciences or other relevant field Solid foundation in statistics Knowledge of data analytics, data visualizations, data mining, predictive modeling, machine learning, or other data intensive analytical role Experience with open source programming languages like Python and Julia Culture Natural curiosity__ou enjoy digging deeper to find the big picture Eagerness and desire to learn Enthusiasm about helping others, especially team members Always be the person who takes on any project Flexibility in dynamic environments For positions requiring access to technical data, Analog Devices, Inc. may have to obtain export licensing approval from the U.S. Department of Commerce - Bureau of Industry and Security and/or the U.S. Department of State - Directorate of Defense Trade Controls. As such, applicants for this position _ except US Citizens, US Permanent Residents, and protected individuals as defined by 8 U.S.C. 1324b(a)(3) _ may have to go through an export licensing review process.Analog Devices, Inc. is an Equal Opportunity Employer Minorities/Females/Vet/DisabilityEEO Is The LawEducation Level: Bachelor's DegreeTravel Required: No",Electrical/Electronic Manufacturing,Other,"Wilmington, MA",Full-time,https://www.linkedin.com/company/analog-devices?trk=public_jobs_topcard_org_name,"Wilmington, MA",Not Applicable,2020/5/16,19/5/2020 20:40:34,19/5/2020 20:40:34
45,social network analysis,1826736185,Product Analytics Manager,linkedin,"Product-related data analytics is focused on a quantitative understanding of what users are doing within Miro (based on digital footprints, surveys, and experiments) aiming to see what they like or dislike and what leads them to engage, return, or churn. We consider Product Analytics Manager is a bi-direction driver. On the one hand, you'll transform business goals to data requests and reports/dashboards, on the other, you'll proactively explore data to bring insights and drive right decisions.What you'll doHands-on Analytics (50%): Rolling-out __ata-as-a-service_ approach for Product teams / Research team to make data easy to access, understand and make decisions Communicate with Product and cross-functional teams, defining metrics they track, planning report structures, making it visually appealing and easy to understand, and automating the reporting process in our BI system Work hands-on with the team to manage the end-to-end process: scope projects, build pipelines and data models, synthesize results, build dashboards and reports Measure the impact of both existing and new product features and growth experiments on our key metrics (eg. activation, number of active teams, the overall lifetime value of our customers, conversions, etc) Identify and provide insights that will impact product strategies Reply for ad-hoc data requests from dedicated teams Directly contribute to the development of new feature __nalytics and insights_ that aims to deliver value from the data to our enterprise customers Team Development (25%): Contribute to building a high-performing, high-throughput Data team in Perm and Amsterdam (Data Analysts, Engineers and Scientists) Coach and facilitate team and cross-functional behavior Contribute to periodic performance reviews and participate in promotion process Methodology elaboration (25%): Introduce and coach the team on the latest analytical methodologies Think outside the box regarding the data we're collecting and analyzing Evolve experimentation framework and workflow In collaboration with data scientists elaborate ML and implement models for pattern mining, social network analysis, etc. to discover deep structures that drive teams efficiency and satisfaction (including for __nalytics and insights_ feature) What You'll Need 5+ years of data analytics work experience Expertise in statistical methods, experimental design, using quantitative analysis to impact key decisions Experience writing SQL queries and working with large data sets Experience in product analytics and BI tools (eg. GA, Kissmetrics, Amplitude, Looker, Tableau, or similar) Experience in delivering analytical solutions for complex product-related tasks (user pattern research, supporting experiments, feature analysis to improve the product metrics, use-cases analysis, etc.) Ability to build clear, concise and informative dashboards, and communicate effectively with managers and executives Understand overall business value, rather than think and care just about numbers and charts Experience dealing with unstructured business issues and successfully leading team to resolve these issues Strong project management skills, remain focused while working across a wide variety of projects Excellent English language skills Nice to have Programming skills in R/Python. Experience in collaboration with data engineers on elaborating data model and supporting its consistency. General knowledge of data science methods and applications. Management experience. What__ in it for you Stock option program Medical Insurance coverage Travel allowance for commute Lunch, snacks &amp; drinks provided Team outings and collaboration Flexible time off Join our inspiring workplace at TQ Central About MiroMiro is a leading visual collaboration platform for cross-functional teams in organisations of all sizes. Over 4 million managers, designers, agile coaches, marketers, and other professionals collaborate, visualise and collect ideas and share their work using our product. We have customers from the world's most successful and innovative companies, including teams inside Netflix, Twitter, Skyscanner, Qlik, Upwork, Expedia, Spotify, eBay, Cisco, Sapient, Geometry, Unbounce, Autodesk, PwC, Deloitte and others",Information Technology and Services,"Business Development,Sales","Amsterdam, North Holland, Netherlands",Full-time,https://www.linkedin.com/company/mirohq?trk=public_jobs_topcard_org_name,"Amsterdam, North Holland, Netherlands",Mid-Senior level,2020/5/16,19/5/2020 20:40:35,19/5/2020 20:40:35
46,social network analysis,1870356460,Business Development Manager,linkedin,"Cityworx are recruiting in partnership with a leading care provider for people diagnosed with Learning Disabilities, Autism and behaviours that may be described as challenging.This is an autonomous role and will require the skills to develop and maintain stakeholder relationships at all levels, ideal candidates will have experience in project management &amp; leadership skills with experience for growing a business into new services using their strategic development and project management skills. Candidates must have experience within the health and social care sector, ideally a combination of skills and experience in autism and challenging behaviour at a strategic and operational level and will be responsible for supporting and strengthening the delivery of the care services across our network.Responsibilities Networking and creating regional marketing awareness Create opportunities for the company to grow and progress throughout the region ensuring quality is maintained or exceed expectation Develop key performance indicators, regional, area and service business plans and goals for growth, maximising potential within the region through effective use/analysis of market intelligence Liaising directly with local authorities and care providers Arranging and lead meetings across your region, as well as allowing the flexibility to cover other areas as required Increase market penetration by meeting market targets Flexibility - this role involves great independence and responsibility, with the need to travel for visiting different services across the region",Nonprofit Organization Management,"Sales,Business Development","Hillingdon, England, United Kingdom",Full-time,https://www.linkedin.com/company/cityworx-limited?trk=public_jobs_topcard_org_name,"Hillingdon, England, United Kingdom",Associate,2020/5/16,19/5/2020 20:40:36,19/5/2020 20:40:36
47,social network analysis,1866751311,Targeting Analyst - Expert,linkedin,"OverviewSOSi is currently seeking an experienced Targeting Analyst to join our team in Fort Belvoir, VA, United States.The Targeting Analyst will be responsible for developing targets and targeting systems. The ideal candidate will have advanced targeting skills and firsthand ezperience targeting networks, individuals within networks, and identifying vulnerabilities for exploitation. ResponsibilitiesDevelops target nominations, creates database records, and databases target intelligence products. Produces all source analytic damage estimates and battle damage assessments and assists with combat assessment requirements. Conducts collateral damage estimation, performs target list management, target strategy development, and provides joint target intelligence support to deliberate and dynamic target engagements. Provides recommendations for target prioritization to achieve commander objectives for plans and operations. Provides database nominations, creates and updates database and uploads TMs into databases.QualificationsMinimum of (10) years analytical experience within DoD or equivalent Government agencies required; with (5) years at the operational level.Advanced skill-sets with the F3EAD Targeting Methodology and significant demonstrable experience in their field capable of leading analytical efforts culminating in products.Strong background and firsthand experience in Regional Analysis, Geo-Political Analysis, HUMINT/SIGINT/GEOINT Analysis, and Collection Management.Possess strong briefing skills.Demonstrated expertise in the Intelligence Cycle, HVI Targeting, Social Network Analysis, Patterns of Life Analysis and one or more of the following areas: Human Factors Analysis, Human Terrain Analysis, SIGINT Targeting, Convergence Analysis and Intelligence training.Possess the ability to write basic scripts in either JavaScript, Python, C++, or Java.Extensive knowledge in programming languages, analysis tools and concepts, data mining methods, database structures and processing, and analytical information extraction and visualization.Experience in or demonstrated ability to learn and work with Multi-threaded, Big Data, distributive cloud architectures and frameworks.An active TS/SCI clearance.Must possess a valid US passport.Must be able to pass all pre-deployment requirements including a medical, dental, psychological, background, credit and security screens as deemed-necessary to be considered deployable.Must be able to obtain all required immunizations deemed necessary by the contract.Preferred QualificationsBachelor's degree in a relevant field.Working ConditionsWorking conditions are normal for an office environment.Fast paced, deadline-oriented environment.May require periods of non-traditional working hours including consecutive nights or weekends.SOSi is an equal employment opportunity employer and affirmative action employer. All interested individuals will receive consideration and will not be discriminated against on the basis of race, color, religion, sex, national origin, disability, age, sexual orientation, gender identity, genetic information, or protected veteran status. SOSi takes affirmative action in support of its policy to advance diversity and inclusion of individuals who are minorities, women, protected veterans, and individuals with disabilities.Job SummaryID: 2020-3711Category: IntelligenceLocation : Location: US-VA-Fort BelvoirClearance Requirement: Top Secret/SCIJob Requires Relocation: No",Information Technology and Services,"Business Development,Sales","Fort Belvoir, VA",Full-time,https://www.linkedin.com/company/sosi-limited?trk=public_jobs_topcard_org_name,"Fort Belvoir, VA",Entry level,2020/5/16,19/5/2020 20:40:38,19/5/2020 20:40:38
48,social network analysis,1866842153,Business Development Manager,linkedin,"Cityworx are recruiting in partnership with a leading care provider for people diagnosed with Learning Disabilities, Autism and behaviours that may be described as challenging.This is an autonomous role and will require the skills to develop and maintain stakeholder relationships at all levels, ideal candidates will have experience in project management &amp; leadership skills with experience for growing a business into new services using their strategic development and project management skills. Candidates must have experience within the health and social care sector, ideally a combination of skills and experience in autism and challenging behaviour at a strategic and operational level and will be responsible for supporting and strengthening the delivery of the care services across our network.Responsibilities Networking and creating regional marketing awareness Create opportunities for the company to grow and progress throughout the region ensuring quality is maintained or exceed expectation Develop key performance indicators, regional, area and service business plans and goals for growth, maximising potential within the region through effective use/analysis of market intelligence Liaising directly with local authorities and care providers Arranging and lead meetings across your region, as well as allowing the flexibility to cover other areas as required Increase market penetration by meeting market targets Flexibility - this role involves great independence and responsibility, with the need to travel for visiting different services across the region",Public Safety,"Sales,Business Development","London, England, United Kingdom",Full-time,https://www.linkedin.com/company/cityworx-limited?trk=public_jobs_topcard_org_name,"London, England, United Kingdom",Associate,2020/5/16,19/5/2020 20:40:39,19/5/2020 20:40:39
49,social network analysis,1858840495,Office Coordinator,linkedin,"Who We AreAt Remitly, we help immigrant communities around the world send over $6 billion a year to their loved ones. Sending money is faster, easier, and costs less with our all-digital money transfer platform. Our vision is to transform the lives of immigrants and their families by providing the most trusted financial service products on the planet. At Remitly, your work has a direct and positive impact on people around the globe. Your work matters, every day.Who You AreYou are a passionate and creative professional with 3+ years_ experience in marketing, logistics and/or management positions. You are a people and data driven individual, great with numbers and enjoy finding simple solutions based on data and people__ needs. You communicate and handle complex situations with ease.You should be an advocate of Remitly and should embody our Cultural Values as you deal with different people in your daily task.ResponsibilitiesReception Ensure reception area is tidy and presentable, with all necessary stationery and material (e.g. pens, forms) Greet and welcome guests as soon as they arrive at the office by setting a positive office atmosphere Announce and direct visitors to the appropriate person and office Answer or refer inquiries properly with accurate information in-person and via phone/email Answer and screen phone calls, messages, and redirect calls to appropriate department Receive, sort and distribute mail/deliveries to respective person or department Maintain office security by following safety procedures and controlling access via the reception desk (monitor logbook, issue visitor badges) Support implementation and provide administrative assistance in recruitment, labor relations, benefits, employee relations, and documentation  Support administrative tasks such as filing paperwork, completing employee documentation, recording data on each current employee; etc. Provide administrative support to HR Team Operations Support Provide support to Site Management general needs Coordinate and organize hotel reservations, restaurant reservations, flight reservations and transportation needs for Remitly´s official visitors Host and attend needs for Remitly´s official visitors Marketing/Brand Management Plan and coordinate administrative functions of the organization Monitoring and reporting social network activity Content writer and social media management Create, develop and execute the marketing strategy (strategies for attracting potentials employees, launch of new products, communication materials and advertising campaigns) Develop annual marketing plans, brand campaigns and market analysis Planning, execution and supervision of marketing activities, ensuring proper implementation and success  Performs marketing research and analysis studies to establish or improve advertising strategies Analyzes the impact of advertising campaigns to measure the fulfillment of the proposed objectives Social Responsibility Requirements Bachelor__ Degree in Business, Marketing or related field Bi-lingual fluency in English and Spanish, other languages is a + Advanced written, verbal and interpersonal communication skills Proficiency in Microsoft Office Suite Internet savvy, and well-positioned in terms of social media  Strong ability to multi-task and excellent time management in juggling simultaneous priorities  Positive attitude and ability to remain flexible in a non-static environment Professional, resourceful and proactive  Customer service mindset Digital Marketing is a +",Computer Software,Administrative,Nicaragua,Full-time,https://www.linkedin.com/company/remitly?trk=public_jobs_topcard_org_name,Nicaragua,Entry level,2020/5/14,19/5/2020 20:40:41,19/5/2020 20:40:41
50,social network analysis,1863226558,RESEARCH MANAGER - LUXURY,linkedin,"About companyLinkfluence first started as a passion project between four students with an ambitious goal: to understand and __ap_ the social web. With backgrounds in engineering, artificial intelligence, and sociology, these founders soon realized the potential of this idea and launched a company in 2006 to fulfill this potential.Today, Linkfluence is a leading social media intelligence company that turns social data into valuable insights for global brands. Our hybrid combination of AI and human expertise is what sets us apart from other social listening players in the industry.We serve over 500 clients worldwide across all industries, from global brands like LVMH, Danone, Carrefour, AirFrance, Pernod Ricard, and agencies like Publicis and Havas.Our team is young, diverse, and ambitious, and we__e growing rapidly. We have 220 people of over 20 different nationalities spread across our offices in Paris, London, San Francisco, New York, Düsseldorf, Shanghai, and Singapore. We are a multicultural organization, and are committed to a gender-balanced workforce.If you__e passionate about staying on top of online trends, if your ambition is to help companies serve their customers, if you__e curious about what__ happening in the world and love to listen to others, and if you__e thrilled to be a part of shaping the future of social media intelligence, then we want to hear from you!DescriptionLinkfluence is looking for a talented candidate whose professional attributes will strengthen the company__ Global Insights Team. As Research Manager, you will work at the cross line between Social Media Analysts and Client Directors, you will manage the production of monitoring and ad-hoc research reports for our clients, especially in the Luxury Industry. Your responsibilities will and understand clients needs through direct contact with them, with the support of the Client Director Build and update complex social media listening and analytics tools Define the methodology/approach for each individual case, setup and ensure data consistency Project manage, coordinate and produce of any kind of reports using quantitative, qualitative or network analysis Manage a small team of researchers Contribute to the delivery of actionable recommendations to clients Ensure the quality of the projects handled autonomously ProfilePassion for digital culture and social web At least 5 years_ experience in social media research or analysis using social media monitoring and/or analytics tools Proven experience in the Luxury Industry or passion for it Fluent in English and French, a third language is a plus Proven organizational and people management skills Strong analytical and interpretation abilities (track record of producing high quality insights from complex data on both tactical and strategic levels, quantitative and qualitative) Excellent writing skills. Good interpersonal skills, team player Hands-on, can-do attitude, pushing things the next mile Advanced MS office (Excel and PowerPoint) What we with passionate and ambitious projects Complete training and onboarding process Opportunity to take initiatives Flexible work space (standing desks and cozy rest areas) Full of dynamic, multicultural and kind people :) Flexible working hours and home office policy Great office address with tons of good restaurants and bars Lunch vouchers (Lunchr card) Afterwork, Pizza&amp;Learn Why should you join the team and take on the mission?As a social media intelligence company, social media and technology are our future. We__e committed to innovation and work hard to stay ahead of digital and social trends.We__e passionate about giving a voice to consumers by helping brands to understand online conversations and exchanges, and by providing the human expertise necessary to respond to these exchanges. We believe helping businesses around the world to better understand each other can only lead to good outcomes.As a growing company, we combine a startup mindset with the resources necessary to commit to exciting new initiatives. We have a proven track record of success and funding and work with global brands with significant influence and market presence.At Linkfluence, everyone has an opportunity to make a difference. We believe in hiring motivated individuals with passion and talent, and we listen to our employees when making company-wide decisions.Our Paris office is situated in the heart of Paris, 9th arrondissement (South Pigalle), which means we__e well-connected with 4 different metro lines and surrounded by fantastic restaurants and bars!If you__e read this far, you should probably apply!We__e already looking forward to knowing more about you!",Information Technology and Services,"Research,Analyst,Information Technology",Linkfluence,Full-time,,"Paris, Ile-de-France, France",Mid-Senior level,2020/5/14,19/5/2020 20:40:43,19/5/2020 20:40:43
51,social network analysis,1859101377,"Data Scientist, Trust & Safety",linkedin,"About PinterestMillions of people across the world come to Pinterest to find new ideas every day. It__ where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. As a Pinterest employee, you__l be challenged to take on work that upholds this mission and pushes Pinterest forward. You__l grow as a person and leader in your field, all the while helping users make their lives better in the positive corner of the internet.Pinterest is seeking a data scientist who's interested in tackling very challenging adversarial problems and passionate about protecting our 300M+ users from spam and abusive content. The ideal candidate will have industry experience in developing detection systems and/or designing anti-abuse measures and algorithms. You__l apply quantitative analysis, modeling and data mining to improve our pinners_ and partners_ experience.What You__l Do Perform deep dive analysis to understand variety of abuse vectors and optimize the key levers of our current detection mechanism  Design anti-abuse measures that serve as the North Stars for team efforts Research, develop and evaluate ML models to detect bad actors, content or behaviors in our platform Work with product managers and engineers to design data products and run and analyze A/B experiments What We're Looking For 6+ years of industry experience with proven ability to apply scientific methods to solve real-world problems on web-scale data Expert in at least one scripting language (Python/R) Proficient in SQL/Hive Proven ability to perform rigorous data analysis and translate the results into business recommendations. You are knowledgeable in one or more of the following: machine learning, NLP, recommendation systems, social network analysis or computer vision",Internet,"Information Technology,Engineering","San Francisco, CA",Full-time,https://www.linkedin.com/company/pinterest?trk=public_jobs_topcard_org_name,"San Francisco, CA",Mid-Senior level,2020/5/14,19/5/2020 20:40:44,19/5/2020 20:40:44
52,social network analysis,1859113362,Staff Machine Learning Engineer - Home Timeline,linkedin,"At Twitter, our mission is to instantly connect users to the information most meaningful to them. Realizing this involves work in areas such as machine learning, applied data science, recommendation systems, information retrieval systems, natural language processing, large graph analysis, spam, etc.The team__ mission is to show users the content they care about. We build relevance and machine learning models and systems to power the core of the Twitter product. Every time users see new tweets we evaluate candidates from the nearly half a billion daily tweets to select, organize and deliver the best timeline. The recent products and technologies built by our team have shown consistent results in driving retention and are some of largest contributors of engagements on the platform.What You'll DoAlthough you will work on cutting-edge problems, this position is not a research position. You will participate in the engineering life-cycle at Twitter, including designing distributed systems, writing production code, conducting code reviews and working alongside our infrastructure and reliability teams. You__l apply data science, machine learning and/or graph analysis techniques to a variety of modeling and relevance problems involving users, their relationships, their tweets and their interests.Who You AreYou__e a relevance engineer, applied data scientist or machine-learning engineer who wants to work on exciting algorithmic and deep infrastructure issues. You__e experienced solving large scale relevance problems and comfortable doing incremental quality work while building brand new systems to enable future quality improvements.Knowledgeable in one or more of the following machine learning, information retrieval, recommendation systems, social network analysisDesigned and evaluated approaches for handling high-volume real-time data streams.A strong technical advocate with a background in Java, C++, or Scala, and Python.Comfortable conducting design and code reviews.Experienced in operating Linux-based systems.Knowledgeable of core CS concepts such as common data structures and algorithms, profiling/optimization.Passionate about working with large unstructured and structured data sets ( for example multi-terabyte+, 100MM+ daily transaction volumes).Experienced in collaborating across multiple teams including analytics, product management, and operations.RequirementsB.S., M.S. or Ph.D. in Computer Science or equivalent degree and 6+ years of work experience.We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, color, ethnicity, ancestry, national origin, religion, sex, gender, gender identity, gender expression, sexual orientation, age, disability, veteran status, genetic information, marital status or any legally protected status.Show moreShow less",Internet,Engineering,"Seattle, WA",Full-time,https://www.linkedin.com/company/twitter?trk=public_jobs_topcard_org_name,"Seattle, WA",Not Applicable,2020/5/14,19/5/2020 20:40:45,19/5/2020 20:40:45
53,social network analysis,1859113363,Sr. Software Engineer - Recommendations Platform,linkedin,"Recos Platform team builds recommendations infrastructures such as candidate generation and feature generation engines for product service areas. The unrivaled challenges that we face at Twitter are both the data scale and the real-time nature of the product. How do you find the most meaningful content among hundreds of millions of new tweets for hundreds of millions of users every day at Twitter? We build large scale personalized recommendation engines utilizing different kinds of signals such as social network, user activity, and geo location. Most of our work is about graph algorithms, recommendation systems, machine learning, distributed systems, and social graph analysis.What You__l DoYou are focusing on the heavy software engineering required for building large-scale Machine Learning applications. This includes ML platform engineering, where you are building ML platform products for your customers. More specifically, you are doing the following kind of Machine Learning and Software Engineering workIn the role, you are employing a basic understanding of one or more of Information Retrieval, Recommendation Systems, Social Network Analysis, Natural Language Processing, Deep Learning, Computer Vision, Reinforcement Learning.You regularly verify the performance &amp; correctness of the implementations of ML techniques. You are able to triage and fix bugs/issues when they arise.You will design &amp; implement ML platforms/libraries/services to enable customers with applying ML.Who You AreWe__e looking for a Machine Learning Software Engineer with a strong background in Software Engineering and familiar with Machine Learning techniques.You have an understanding of the Machine Learning domain to the extent that you are often implementing standard algorithms/techniques.You consider the pros/cons of different techniques/implementations in terms of system performance vs. model quality.You regularly architect systems taking care of a large amount of data, scale, and low latency. You employ advanced SWE skills in terms of system architecture &amp; design, distributed systems, coding, OO/API, testing.RequirementsBS, MS or PhD in Computer Science with 5+ years experience or equivalent experience.We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, color, ethnicity, ancestry, national origin, religion, sex, gender, gender identity, gender expression, sexual orientation, age, disability, veteran status, genetic information, marital status or any legally protected status.San Francisco applicants Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",Internet,Engineering,"Coquille, OR",Full-time,https://www.linkedin.com/company/twitter?trk=public_jobs_topcard_org_name,"Coquille, OR",Not Applicable,2020/5/14,19/5/2020 20:40:46,19/5/2020 20:40:46
54,social network analysis,1859114366,Sr. Software Engineer - Recommendations Platform,linkedin,"Recos Platform team builds recommendations infrastructures such as candidate generation and feature generation engines for product service areas. The unrivaled challenges that we face at Twitter are both the data scale and the real-time nature of the product. How do you find the most meaningful content among hundreds of millions of new tweets for hundreds of millions of users every day at Twitter? We build large scale personalized recommendation engines utilizing different kinds of signals such as social network, user activity, and geo location. Most of our work is about graph algorithms, recommendation systems, machine learning, distributed systems, and social graph analysis.What You__l DoYou are focusing on the heavy software engineering required for building large-scale Machine Learning applications. This includes ML platform engineering, where you are building ML platform products for your customers. More specifically, you are doing the following kind of Machine Learning and Software Engineering workIn the role, you are employing a basic understanding of one or more of Information Retrieval, Recommendation Systems, Social Network Analysis, Natural Language Processing, Deep Learning, Computer Vision, Reinforcement Learning.You regularly verify the performance &amp; correctness of the implementations of ML techniques. You are able to triage and fix bugs/issues when they arise.You will design &amp; implement ML platforms/libraries/services to enable customers with applying ML.Who You AreWe__e looking for a Machine Learning Software Engineer with a strong background in Software Engineering and familiar with Machine Learning techniques.You have an understanding of the Machine Learning domain to the extent that you are often implementing standard algorithms/techniques.You consider the pros/cons of different techniques/implementations in terms of system performance vs. model quality.You regularly architect systems taking care of a large amount of data, scale, and low latency. You employ advanced SWE skills in terms of system architecture &amp; design, distributed systems, coding, OO/API, testing.RequirementsBS, MS or PhD in Computer Science with 5+ years experience or equivalent experience.We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, color, ethnicity, ancestry, national origin, religion, sex, gender, gender identity, gender expression, sexual orientation, age, disability, veteran status, genetic information, marital status or any legally protected status.San Francisco applicants Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",Internet,Engineering,"San Francisco, CA",Full-time,https://www.linkedin.com/company/twitter?trk=public_jobs_topcard_org_name,"San Francisco, CA",Not Applicable,2020/5/14,19/5/2020 20:40:48,19/5/2020 20:40:48
